"CPC21code","CPC21partial","ISIC4code","ISIC4partial"
"26860",0,"1312",1
"26880",0,"1312",1
"26890",0,"1312",1
"27110",0,"1392",1
"27120",0,"1392",1
"27130",0,"1392",1
"27140",0,"1392",1
"27150",0,"1392",1
"27160",0,"1392",1
"27170",0,"1392",1
"27180",0,"1392",1
"27190",0,"1392",1
"27210",0,"1393",1
"27220",0,"1393",1
"27230",0,"1393",1
"27290",0,"1393",1
"27310",0,"1394",1
"27320",0,"1394",1
"27911",0,"1399",1
"27912",0,"1399",1
"27913",0,"1399",1
"27921",0,"1399",1
"27922",0,"1399",1
"27991",1,"1399",1
"27991",1,"1709",1
"27992",0,"1399",1
"27993",0,"1399",1
"27994",0,"1399",1
"27995",0,"1399",1
"27996",0,"1399",1
"27997",0,"1399",1
"27998",0,"1399",1
"27999",0,"1399",1
"28110",0,"1391",1
"28190",0,"1391",1
"28210",0,"1430",1
"28221",0,"1410",1
"28222",0,"1410",1
"28223",0,"1410",1
"28224",0,"1410",1
"28225",1,"1410",1
"28225",1,"1430",1
"28226",0,"1430",1
"28227",0,"1410",1
"28228",0,"1410",1
"28229",0,"1410",1
"28231",0,"1410",1
"28232",0,"1410",1
"28233",0,"1410",1
"28234",0,"1410",1
"28235",0,"1410",1
"28236",0,"1410",1
"28237",0,"1410",1
"28238",0,"1410",1
"28241",0,"1410",1
"28242",0,"1410",1
"28243",1,"1410",1
"28243",1,"2220",1
"28250",0,"1410",1
"28261",0,"1410",1
"28262",0,"1410",1
"28269",0,"1410",1
"28310",0,"1511",1
"28320",0,"1420",1
"28330",0,"1420",1
"29110",0,"1511",1
"29120",0,"1511",1
"29130",0,"1511",1
"29210",0,"1512",1
"29220",0,"1512",1
"29230",0,"1512",1
"29290",0,"1512",1
"29310",0,"1520",1
"29320",0,"1520",1
"29330",0,"1520",1
"29340",0,"1520",1
"29410",0,"3230",1
"29420",0,"1520",1
"29490",0,"1520",1
"29510",0,"1520",1
"29520",0,"1520",1
"29600",1,"1520",1
"29600",1,"1629",1
"29600",1,"2219",1
"29600",1,"2220",1
"31101",0,"1610",1
"31102",0,"1610",1
"31109",0,"1610",1
"31211",0,"1610",1
"31212",0,"1610",1
"31219",0,"1610",1
"31220",0,"1610",1
"31230",0,"1610",1
"31310",0,"1610",1
"31320",0,"1610",1
"31330",0,"1610",1
"31411",0,"1621",1
"31412",0,"1621",1
"31421",0,"1621",1
"31422",0,"1621",1
"31431",0,"1621",1
"31432",0,"1621",1
"31439",0,"1621",1
"31441",0,"1621",1
"31442",0,"1621",1
"31449",0,"1621",1
"31450",0,"1621",1
"31511",0,"1621",1
"31512",0,"1621",1
"31520",0,"1621",1
"31600",0,"1622",1
"31700",0,"1623",1
"31911",0,"1629",1
"31912",0,"1629",1
"31913",0,"1629",1
"31914",0,"1629",1
"31921",0,"1629",1
"31922",0,"1629",1
"31923",0,"1629",1
"32111",0,"1701",1
"32112",0,"1701",1
"32113",0,"1701",1
"32121",0,"1701",1
"32122",0,"1701",1
"32129",0,"1701",1
"32131",0,"1701",1
"32132",0,"1701",1
"32133",0,"1701",1
"32134",0,"1701",1
"32135",0,"1701",1
"32136",0,"1701",1
"32137",0,"1701",1
"32141",0,"1701",1
"32142",0,"1701",1
"32143",0,"1701",1
"32149",0,"1701",1
"32151",0,"1702",1
"32152",0,"1702",1
"32153",0,"1702",1
"32191",0,"1709",1
"32192",0,"1709",1
"32193",0,"1709",1
"32194",0,"1709",1
"32195",0,"1709",1
"32196",0,"1709",1
"32197",0,"1709",1
"32198",0,"1709",1
"32199",0,"1709",1
"32210",0,"5811",1
"32220",0,"5811",1
"32230",0,"5812",1
"32291",0,"5811",1
"32292",0,"5811",1
"32299",0,"5811",1
"32300",0,"5813",1
"32410",0,"5813",1
"32420",0,"5813",1
"32490",0,"5813",1
"32511",0,"5811",1
"32512",0,"3290",1
"32520",0,"5920",1
"32530",0,"5819",1
"32540",0,"5819",1
"32550",0,"7110",1
"32610",1,"5310",1
"32610",1,"6411",1
"32620",0,"5819",1
"32630",0,"5819",1
"32690",0,"1811",1
"32700",0,"1709",1
"32800",0,"1812",1
"33100",0,"1910",1
"33200",0,"1910",1
"33311",0,"1920",1
"33312",0,"1920",1
"33320",0,"1920",1
"33330",0,"1920",1
"33342",0,"1920",1
"33349",0,"1920",1
"33350",0,"1920",1
"33360",0,"1920",1
"33370",0,"1920",1
"33380",0,"1920",1
"33390",0,"1920",1
"33410",0,"1920",1
"33421",0,"1920",1
"33429",0,"1920",1
"33500",0,"1920",1
"33610",0,"2011",1
"33620",0,"2011",1
"33630",0,"2011",1
"33690",0,"2011",1
"33710",0,"2011",1
"33720",0,"3510",1
"34110",0,"2011",1
"34120",0,"2011",1
"34131",0,"2011",1
"34139",0,"2011",1
"34140",0,"2011",1
"34150",0,"2011",1
"34160",0,"2011",1
"34170",0,"2011",1
"34180",0,"2011",1
"34210",0,"2011",1
"34220",0,"2011",1
"34231",0,"2011",1
"34232",0,"2011",1
"34233",0,"2012",1
"34240",0,"2011",1
"34250",0,"2011",1
"34260",0,"2011",1
"34270",0,"2011",1
"34280",0,"2011",1
"34290",0,"2011",1
"34310",0,"2011",1
"34320",0,"2011",1
"34330",0,"2011",1
"34340",0,"2011",1
"34400",0,"2011",1
"34510",1,"0220",1
"34510",1,"2011",1
"34520",0,"2011",1
"34530",0,"2011",1
"34540",0,"2011",1
"34550",0,"2029",1
"34560",0,"2399",1
"34570",1,"2011",1
"34570",1,"2023",1
"34611",0,"2012",1
"34612",0,"2012",1
"34613",0,"2012",1
"34614",0,"2012",1
"34615",0,"2012",1
"34616",0,"2012",1
"34619",0,"2012",1
"34621",0,"2012",1
"34629",0,"2012",1
"34631",0,"2012",1
"34632",0,"2012",1
"34639",1,"0891",1
"34639",1,"2012",1
"34641",0,"2012",1
"34642",0,"2012",1
"34643",0,"2012",1
"34644",0,"2012",1
"34645",0,"2012",1
"34646",0,"2012",1
"34649",0,"2012",1
"34651",0,"2012",1
"34652",0,"2012",1
"34653",0,"2012",1
"34654",1,"0141",1
"34654",1,"0142",1
"34654",1,"0143",1
"34654",1,"0144",1
"34654",1,"0145",1
"34654",1,"0146",1
"34654",1,"0149",1
"34654",1,"0891",1
"34659",0,"2012",1
"34661",0,"2021",1
"34662",0,"2021",1
"34663",0,"2021",1
"34664",0,"2021",1
"34666",0,"2021",1
"34669",0,"2021",1
"34710",0,"2013",1
"34720",0,"2013",1
"34730",0,"2013",1
"34740",0,"2013",1
"34790",0,"2013",1
"34800",0,"2013",1
"35110",0,"2022",1
"35120",0,"2022",1
"35130",0,"2022",1
"35140",0,"2029",1
"35210",0,"2100",1
"35220",0,"2100",1
"35230",0,"2100",1
"35240",0,"2100",1
"35250",0,"2100",1
"35260",0,"2100",1
"35270",0,"2100",1
"35290",0,"3250",1
"35310",0,"2023",1
"35321",0,"2023",1
"35322",0,"2023",1
"35323",0,"2023",1
"35331",0,"2023",1
"35332",0,"2023",1
"35333",0,"2023",1
"35334",0,"2023",1
"35410",0,"2029",1
"35420",0,"2029",1
"35430",0,"2029",1
"35440",1,"2029",1
"35440",1,"3250",1
"35450",0,"2029",1
"35460",0,"2029",1
"35470",0,"2029",1
"35491",0,"2029",1
"35499",0,"2029",1
"35510",0,"2030",1
"35520",0,"2030",1
"35530",0,"2030",1
"35540",0,"2030",1
"35550",0,"2030",1
"35560",0,"2030",1
"36111",0,"2211",1
"36112",0,"2211",1
"36113",0,"2211",1
"36114",0,"2211",1
"36115",0,"2211",1
"36120",0,"2211",1
"36210",0,"3830",1
"36220",0,"2219",1
"36230",0,"2219",1
"36240",0,"2219",1
"36250",0,"2219",1
"36260",0,"2219",1
"36270",0,"2219",1
"36310",0,"2220",1
"36320",0,"2220",1
"36330",0,"2220",1
"36390",0,"2220",1
"36410",0,"2220",1
"36490",0,"2220",1
"36910",0,"2220",1
"36920",0,"2220",1
"36930",0,"2220",1
"36940",0,"2220",1
"36950",0,"2220",1
"36960",0,"2220",1
"36971",0,"3290",1
"36972",1,"2219",1
"36972",1,"2220",1
"36980",0,"2220",1
"36990",0,"2220",1
"37111",0,"2310",1
"37112",0,"2310",1
"37113",0,"2310",1
"37114",0,"2310",1
"37115",0,"2310",1
"37116",0,"2310",1
"37117",0,"2310",1
"37121",0,"2310",1
"37129",0,"2310",1
"37191",0,"2310",1
"37192",0,"2310",1
"37193",0,"2310",1
"37194",0,"2310",1
"37195",0,"2310",1
"37196",0,"2310",1
"37197",0,"2310",1
"37199",0,"2310",1
"37210",0,"2392",1
"37221",0,"2393",1
"37222",0,"2393",1
"37291",0,"2393",1
"37292",0,"2393",1
"37299",0,"2393",1
"37310",0,"2392",1
"37320",0,"2391",1
"37330",0,"2391",1
"37340",0,"2391",1
"37350",0,"2392",1
"37360",0,"2392",1
"37370",0,"2392",1
"37410",0,"2394",1
"37420",0,"2394",1
"37430",0,"2394",1
"37440",0,"2394",1
"37450",0,"2394",1
"37510",0,"2395",1
"37520",0,"2395",1
"37530",0,"2395",1
"37540",0,"2395",1
"37550",0,"2395",1
"37560",0,"2395",1
"37570",0,"2395",1
"37610",0,"2396",1
"37690",0,"2396",1
"37910",0,"2399",1
"37920",0,"2399",1
"37930",0,"2399",1
"37940",0,"2399",1
"37950",0,"2399",1
"37960",0,"2399",1
"37990",0,"2399",1
"38111",1,"2930",1
"38111",1,"3020",1
"38111",1,"3030",1
"38111",1,"3100",1
"38112",0,"3100",1
"38119",0,"3100",1
"38121",0,"3100",1
"38122",0,"3100",1
"38130",0,"3100",1
"38140",0,"3100",1
"38150",0,"3100",1
"38160",0,"3100",1
"38210",1,"0311",1
"38210",1,"0321",1
"38220",0,"3211",1
"38230",0,"3211",1
"38240",0,"3211",1
"38250",0,"3211",1
"38310",0,"3220",1
"38320",0,"3220",1
"38330",0,"3220",1
"38340",0,"3220",1
"38350",0,"3220",1
"38360",0,"3220",1
"38410",0,"3230",1
"38420",0,"3230",1
"38430",0,"3230",1
"38440",0,"3230",1
"38450",0,"3230",1
"38510",0,"3240",1
"38520",0,"3240",1
"38530",0,"3240",1
"38540",0,"3240",1
"38550",0,"3240",1
"38560",0,"3240",1
"38570",0,"3240",1
"38581",0,"2640",1
"38582",0,"5820",1
"38590",0,"3240",1
"38600",0,"2829",1
"38701",0,"1622",1
"38702",0,"2511",1
"38703",0,"2220",1
"38704",0,"2395",1
"38911",0,"3290",1
"38912",0,"3290",1
"38921",1,"1512",1
"38921",1,"3290",1
"38922",0,"3290",1
"38923",0,"3290",1
"38924",0,"3290",1
"38930",0,"2220",1
"38941",0,"7420",1
"38942",0,"7420",1
"38950",0,"5911",1
"38961",0,"9000",1
"38962",0,"5310",1
"38963",0,"9102",1
"38971",0,"3290",1
"38972",0,"3290",1
"38991",0,"3290",1
"38992",0,"3092",1
"38993",0,"3290",1
"38994",0,"3290",1
"38995",0,"3290",1
"38996",0,"3290",1
"38997",0,"3212",1
"38998",0,"2029",1
"38999",0,"3290",1
"39110",0,"n/a",0
"39120",0,"n/a",0
"39130",0,"n/a",0
"39141",0,"n/a",0
"39149",0,"n/a",0
"39150",0,"n/a",0
"39160",0,"n/a",0
"39170",0,"n/a",0
"39180",0,"n/a",0
"39211",0,"n/a",0
"39212",0,"n/a",0
"39213",0,"n/a",0
"39214",0,"n/a",0
"39215",0,"n/a",0
"39216",0,"n/a",0
"39217",0,"n/a",0
"39218",0,"n/a",0
"39220",0,"n/a",0
"39230",0,"n/a",0
"39240",0,"n/a",0
"39250",0,"n/a",0
"39260",0,"n/a",0
"39270",0,"n/a",0
