"CPC21code","CPC21partial","ISIC4code","ISIC4partial"
"39281",0,"n/a",0
"39282",0,"n/a",0
"39283",0,"n/a",0
"39290",0,"n/a",0
"39310",0,"n/a",0
"39320",0,"n/a",0
"39331",0,"n/a",0
"39332",0,"n/a",0
"39333",0,"n/a",0
"39340",0,"n/a",0
"39350",0,"n/a",0
"39361",0,"n/a",0
"39362",0,"n/a",0
"39363",0,"n/a",0
"39364",0,"n/a",0
"39365",0,"n/a",0
"39366",0,"n/a",0
"39367",0,"n/a",0
"39368",0,"n/a",0
"39370",0,"n/a",0
"39380",0,"n/a",0
"39910",0,"n/a",0
"39920",0,"n/a",0
"39931",0,"n/a",0
"39939",0,"n/a",0
"39940",0,"n/a",0
"39950",0,"n/a",0
"39990",0,"n/a",0
"41111",0,"2410",1
"41112",0,"2410",1
"41113",0,"2410",1
"41114",0,"2410",1
"41115",0,"2410",1
"41116",0,"2410",1
"41117",0,"2410",1
"41121",0,"2410",1
"41122",0,"2410",1
"41211",0,"2410",1
"41212",0,"2410",1
"41213",0,"2410",1
"41214",0,"2410",1
"41221",0,"2410",1
"41222",0,"2410",1
"41223",0,"2410",1
"41224",0,"2410",1
"41231",0,"2410",1
"41232",0,"2410",1
"41233",0,"2410",1
"41234",0,"2410",1
"41239",0,"2410",1
"41241",0,"2410",1
"41242",0,"2410",1
"41243",0,"2410",1
"41244",0,"2410",1
"41251",0,"2410",1
"41252",0,"2410",1
"41253",0,"2410",1
"41261",0,"2410",1
"41262",0,"2410",1
"41263",0,"2410",1
"41264",0,"2410",1
"41265",0,"2410",1
"41266",0,"2410",1
"41267",0,"2410",1
"41271",0,"2410",1
"41272",0,"2410",1
"41273",0,"2410",1
"41281",0,"2431",1
"41282",0,"2431",1
"41283",0,"2431",1
"41284",0,"2431",1
"41285",0,"2410",1
"41286",0,"2410",1
"41287",0,"2410",1
"41288",0,"2410",1
"41289",0,"2410",1
"41291",0,"2431",1
"41292",0,"2431",1
"41293",0,"2431",1
"41310",0,"2420",1
"41320",0,"2420",1
"41330",0,"2420",1
"41340",0,"2420",1
"41350",0,"2420",1
"41411",0,"2420",1
"41412",0,"2420",1
"41413",0,"2420",1
"41421",0,"2420",1
"41422",0,"2420",1
"41431",0,"2420",1
"41432",0,"2420",1
"41441",0,"2420",1
"41442",0,"2420",1
"41443",0,"2420",1
"41511",0,"2420",1
"41512",0,"2420",1
"41513",0,"2420",1
"41514",0,"2420",1
"41515",0,"2420",1
"41516",0,"2420",1
"41521",0,"2420",1
"41522",0,"2420",1
"41523",0,"2420",1
"41524",0,"2420",1
"41531",0,"2420",1
"41532",0,"2420",1
"41533",0,"2420",1
"41534",0,"2420",1
"41535",0,"2420",1
"41536",0,"2420",1
"41542",0,"2420",1
"41544",0,"2420",1
"41545",0,"2420",1
"41547",0,"2420",1
"41601",0,"2420",1
"41602",0,"2420",1
"41603",0,"2420",1
"41604",0,"2420",1
"42110",0,"2511",1
"42120",0,"2511",1
"42190",0,"2511",1
"42210",0,"2512",1
"42220",0,"2512",1
"42310",0,"2513",1
"42320",0,"2513",1
"42330",0,"2513",1
"42341",0,"2513",1
"42342",0,"2513",1
"42911",0,"2599",1
"42912",1,"2599",1
"42912",1,"2750",1
"42913",0,"2593",1
"42914",0,"2593",1
"42915",0,"2593",1
"42916",0,"2593",1
"42921",0,"2593",1
"42922",0,"2593",1
"42931",0,"2599",1
"42932",0,"2599",1
"42941",0,"2599",1
"42942",0,"2599",1
"42943",0,"2599",1
"42944",0,"2599",1
"42945",0,"2599",1
"42946",0,"2599",1
"42950",0,"2599",1
"42991",0,"2599",1
"42992",0,"2593",1
"42993",0,"2599",1
"42994",0,"2599",1
"42995",0,"2599",1
"42996",0,"2599",1
"42997",0,"2599",1
"42998",0,"2599",1
"42999",0,"2599",1
"43110",0,"2811",1
"43121",0,"2910",1
"43122",0,"2910",1
"43123",0,"2910",1
"43131",0,"3030",1
"43132",0,"3030",1
"43133",0,"3030",1
"43134",0,"2829",1
"43141",0,"2811",1
"43142",0,"2811",1
"43143",0,"2811",1
"43151",0,"2930",1
"43152",0,"3030",1
"43153",0,"2811",1
"43154",0,"2811",1
"43155",0,"3030",1
"43156",0,"2811",1
"43211",0,"2812",1
"43219",0,"2812",1
"43220",0,"2813",1
"43230",0,"2813",1
"43240",0,"2813",1
"43251",0,"2812",1
"43252",0,"2813",1
"43253",0,"2813",1
"43254",0,"2813",1
"43310",0,"2814",1
"43320",0,"2814",1
"43331",0,"2814",1
"43332",0,"2814",1
"43410",0,"2815",1
"43420",1,"2815",1
"43420",1,"3250",1
"43430",0,"2815",1
"43510",0,"2816",1
"43520",0,"2816",1
"43530",0,"2816",1
"43540",0,"2816",1
"43550",0,"2816",1
"43560",0,"2816",1
"43570",0,"2816",1
"43580",0,"2816",1
"43911",0,"2819",1
"43912",0,"2819",1
"43913",0,"2819",1
"43914",0,"2819",1
"43915",0,"2819",1
"43921",0,"2819",1
"43922",0,"2819",1
"43923",0,"2819",1
"43924",0,"2819",1
"43931",0,"2819",1
"43932",0,"2819",1
"43933",0,"2819",1
"43934",0,"2819",1
"43935",0,"2819",1
"43941",0,"2819",1
"43942",0,"2819",1
"43943",0,"2819",1
"43944",0,"2819",1
"43949",0,"2819",1
"44111",0,"2821",1
"44112",0,"2821",1
"44113",0,"2821",1
"44114",0,"2821",1
"44115",0,"2821",1
"44119",0,"2821",1
"44121",0,"2821",1
"44122",0,"2821",1
"44123",0,"2821",1
"44124",0,"2821",1
"44125",0,"2821",1
"44126",0,"2821",1
"44127",0,"2821",1
"44128",0,"2825",1
"44129",0,"2821",1
"44131",0,"2821",1
"44132",0,"2825",1
"44139",1,"2821",1
"44139",1,"2825",1
"44141",0,"2821",1
"44142",0,"2824",1
"44149",0,"2821",1
"44150",0,"2821",1
"44160",0,"2821",1
"44191",0,"2825",1
"44192",0,"2821",1
"44193",0,"2821",1
"44194",0,"2821",1
"44198",0,"2821",1
"44199",0,"2821",1
"44211",0,"2822",1
"44212",0,"2822",1
"44213",0,"2822",1
"44214",0,"2822",1
"44215",0,"2822",1
"44216",0,"2822",1
"44217",0,"2822",1
"44218",0,"2822",1
"44221",0,"2822",1
"44222",0,"2822",1
"44231",0,"2818",1
"44232",0,"2818",1
"44241",1,"2790",1
"44241",1,"2822",1
"44242",0,"2819",1
"44251",0,"2822",1
"44252",0,"2822",1
"44253",0,"2818",1
"44255",1,"2790",1
"44255",1,"2822",1
"44256",0,"2819",1
"44310",0,"2823",1
"44320",0,"2823",1
"44411",0,"2824",1
"44412",0,"2824",1
"44421",0,"2824",1
"44422",0,"2824",1
"44423",0,"2824",1
"44424",0,"2824",1
"44425",0,"2824",1
"44426",0,"2824",1
"44427",0,"2824",1
"44428",0,"2824",1
"44429",0,"2824",1
"44430",0,"2824",1
"44440",0,"2824",1
"44461",0,"2824",1
"44462",0,"2824",1
"44511",0,"2825",1
"44513",0,"2825",1
"44515",0,"2825",1
"44516",0,"2825",1
"44517",0,"2825",1
"44518",0,"2825",1
"44522",0,"2825",1
"44523",0,"2825",1
"44611",0,"2826",1
"44612",0,"2826",1
"44613",0,"2826",1
"44614",0,"2826",1
"44621",0,"2826",1
"44622",0,"2826",1
"44629",0,"2826",1
"44630",0,"2826",1
"44640",0,"2826",1
"44710",0,"3040",1
"44720",0,"2520",1
"44730",0,"2520",1
"44740",0,"2520",1
"44750",0,"2593",1
"44760",0,"2520",1
"44811",0,"2750",1
"44812",0,"2750",1
"44813",0,"2750",1
"44814",0,"2826",1
"44815",0,"2750",1
"44816",0,"2750",1
"44817",0,"2750",1
"44818",0,"2750",1
"44821",0,"2750",1
"44822",0,"2750",1
"44823",0,"2512",1
"44824",0,"2750",1
"44825",0,"2512",1
"44826",0,"2819",1
"44831",0,"2750",1
"44832",0,"2750",1
"44833",0,"2512",1
"44911",0,"2826",1
"44912",0,"2829",1
"44913",0,"2829",1
"44914",0,"2829",1
"44915",0,"2829",1
"44916",0,"2593",1
"44917",0,"2817",1
"44918",0,"2829",1
"44919",0,"2829",1
"44921",0,"2829",1
"44922",1,"2817",1
"44922",1,"2829",1
"44923",0,"2829",1
"44929",0,"2829",1
"45110",0,"2817",1
"45130",0,"2817",1
"45141",0,"2817",1
"45142",0,"2620",1
"45150",0,"2817",1
"45160",0,"2817",1
"45170",0,"2817",1
"45180",1,"2620",1
"45180",1,"2817",1
"45220",0,"2620",1
"45230",0,"2620",1
"45240",0,"2620",1
"45250",0,"2620",1
"45261",0,"2620",1
"45262",0,"2620",1
"45263",0,"2620",1
"45264",0,"2620",1
"45265",0,"2620",1
"45266",0,"2620",1
"45269",0,"2620",1
"45271",0,"2620",1
"45272",0,"2620",1
"45281",0,"2610",1
"45289",0,"2620",1
"45290",0,"2620",1
"46111",0,"2710",1
"46112",0,"2710",1
"46113",0,"2710",1
"46121",0,"2710",1
"46122",1,"2710",1
"46122",1,"2790",1
"46131",0,"2710",1
"46132",0,"2710",1
"46211",0,"2710",1
"46212",0,"2710",1
"46213",0,"2710",1
"46214",0,"2710",1
"46215",0,"2610",1
"46220",0,"2710",1
"46310",0,"2732",1
"46320",0,"2732",1
"46330",1,"2732",1
"46330",1,"2930",1
"46340",0,"2732",1
"46350",0,"2732",1
"46360",0,"2731",1
"46410",0,"2720",1
"46420",0,"2720",1
"46430",0,"2720",1
"46510",0,"2740",1
"46531",0,"2740",1
"46532",0,"2740",1
"46539",0,"2740",1
"46541",0,"2740",1
"46542",0,"2740",1
"46910",1,"2740",1
"46910",1,"2930",1
"46921",0,"2630",1
"46929",0,"2790",1
"46931",0,"2599",1
"46932",0,"2393",1
"46939",0,"2790",1
"46940",1,"2733",1
"46940",1,"2790",1
"46950",0,"2790",1
"46960",1,"2630",1
"46960",1,"2740",1
"46960",1,"2790",1
"46960",1,"2930",1
"47110",1,"2610",1
"47110",1,"2790",1
"47120",1,"2610",1
"47120",1,"2790",1
"47130",0,"2610",1
"47140",0,"2610",1
"47150",0,"2610",1
"47160",0,"2610",1
"47171",1,"2610",1
"47171",1,"2790",1
"47172",1,"2610",1
"47172",1,"2790",1
"47173",0,"2610",1
"47211",0,"2630",1
"47212",0,"2630",1
"47213",0,"2630",1
"47214",0,"2640",1
"47215",0,"2670",1
"47221",0,"2630",1
"47222",0,"2630",1
"47223",1,"2610",1
"47223",1,"2630",1
"47311",0,"2640",1
"47312",0,"2640",1
"47313",0,"2640",1
"47314",0,"2640",1
"47315",0,"2620",1
"47321",0,"2640",1
"47323",0,"2640",1
"47330",0,"2640",1
"47401",0,"2630",1
"47402",0,"2640",1
"47403",1,"2630",1
"47403",1,"2640",1
"47403",1,"2651",1
"47530",0,"2680",1
"47540",0,"2680",1
"47550",0,"2620",1
"47590",0,"3290",1
"47610",0,"5920",1
"47620",0,"5911",1
"47691",0,"5811",1
"47692",1,"5811",1
"47692",1,"5812",1
"47692",1,"5813",1
"47699",0,"5920",1
"47811",0,"5820",1
"47812",0,"5820",1
"47813",0,"5820",1
"47814",0,"5820",1
"47821",0,"5820",1
"47822",0,"5820",1
"47829",0,"5820",1
"47910",0,"2680",1
"47920",0,"2610",1
"48110",0,"2660",1
"48121",0,"2660",1
"48122",0,"2660",1
"48130",0,"3250",1
"48140",0,"3250",1
"48150",0,"3250",1
"48160",0,"3250",1
"48171",0,"3250",1
"48172",0,"2660",1
"48180",0,"3250",1
"48211",0,"2651",1
"48212",0,"2651",1
"48219",0,"2651",1
"48220",0,"2651",1
"48231",0,"2651",1
"48232",0,"2819",1
"48233",0,"2651",1
"48241",0,"2651",1
"48242",0,"2651",1
"48243",0,"2651",1
"48244",0,"2651",1
"48249",0,"2651",1
"48251",0,"2651",1
"48252",0,"2651",1
"48253",0,"2651",1
"48261",0,"2651",1
"48262",0,"2651",1
"48263",0,"2651",1
"48264",0,"2651",1
"48266",0,"2651",1
"48269",0,"2651",1
"48281",0,"2651",1
"48282",0,"2651",1
"48283",0,"2651",1
"48284",0,"2651",1
"48285",0,"2651",1
"48311",1,"2670",1
"48311",1,"2731",1
"48312",0,"3250",1
"48313",0,"3250",1
"48314",0,"2670",1
"48315",1,"2610",1
"48315",1,"2670",1
"48321",0,"2670",1
"48322",0,"2670",1
"48323",0,"2670",1
"48329",0,"2670",1
"48341",0,"2029",1
"48342",0,"2029",1
"48351",0,"2670",1
"48352",0,"3250",1
"48353",0,"2670",1
"48354",1,"2610",1
"48354",1,"2670",1
"48410",0,"2652",1
"48420",0,"2652",1
"48430",0,"2652",1
"48440",0,"2652",1
"48490",1,"2652",1
"48490",1,"3211",1
"48490",1,"3212",1
"49111",0,"2910",1
"49112",0,"2910",1
"49113",0,"2910",1
"49114",0,"2910",1
"49115",0,"2910",1
"49116",0,"2910",1
"49119",0,"2910",1
"49121",0,"2910",1
"49129",0,"2930",1
"49210",0,"2920",1
"49221",0,"2920",1
"49222",0,"2920",1
"49229",0,"2920",1
"49231",0,"2930",1
"49232",1,"2821",1
"49232",1,"2930",1
"49311",0,"3011",1
"49312",0,"3011",1
"49313",0,"3011",1
"49314",0,"3011",1
"49315",0,"3011",1
"49316",0,"3011",1
"49319",0,"3011",1
"49320",0,"3011",1
"49390",0,"3011",1
"49410",0,"3012",1
"49490",0,"3012",1
"49511",0,"3020",1
"49512",0,"3020",1
"49519",0,"3020",1
"49520",0,"3020",1
"49531",0,"3020",1
"49532",0,"3020",1
"49533",0,"3020",1
"49540",1,"2599",1
"49540",1,"3020",1
"49610",0,"3030",1
"49621",0,"3030",1
"49622",0,"3030",1
"49623",0,"3030",1
"49630",0,"3030",1
"49640",0,"3030",1
"49911",0,"3091",1
"49912",0,"3091",1
"49913",0,"3091",1
"49921",0,"3092",1
"49922",0,"3092",1
"49930",1,"2816",1
"49930",1,"3099",1
"49941",0,"3091",1
"49942",0,"3092",1
"53111",0,"4100",1
"53112",0,"4100",1
"53121",0,"4100",1
"53122",0,"4100",1
"53129",0,"4100",1
"53211",0,"4210",1
"53212",0,"4210",1
"53213",0,"4210",1
"53221",0,"4210",1
"53222",0,"4210",1
"53231",0,"4220",1
"53232",0,"4290",1
"53233",0,"4290",1
"53234",0,"4220",1
"53241",0,"4220",1
"53242",0,"4220",1
"53251",0,"4220",1
"53252",0,"4220",1
"53253",0,"4220",1
"53261",0,"4290",1
"53262",0,"4220",1
"53269",0,"4290",1
"53270",0,"4290",1
"53290",0,"4290",1
"54111",0,"4100",1
"54112",0,"4100",1
"54121",0,"4100",1
"54122",0,"4100",1
"54129",0,"4100",1
"54211",0,"4210",1
"54212",0,"4210",1
"54213",0,"4210",1
"54221",0,"4210",1
"54222",0,"4210",1
"54231",0,"4220",1
"54232",0,"4290",1
"54233",0,"4290",1
"54234",0,"4220",1
"54241",0,"4220",1
"54242",0,"4220",1
"54251",0,"4220",1
"54252",0,"4220",1
"54253",0,"4220",1
"54261",0,"4290",1
"54262",0,"4220",1
"54269",0,"4290",1
"54270",0,"4290",1
"54290",0,"4290",1
"54310",0,"4311",0
"54320",0,"4312",1
"54330",0,"4312",1
"54341",0,"4220",1
"54342",0,"4220",1
"54400",0,"4100",1
"54511",0,"4390",1
"54512",0,"4390",1
"54521",0,"4390",1
"54522",0,"4390",1
"54530",0,"4390",1
"54540",0,"4390",1
"54550",0,"4390",1
"54560",0,"4390",1
"54570",0,"4390",1
"54590",0,"4390",1
"54611",0,"4321",1
"54612",0,"4321",1
"54613",0,"4321",1
"54614",0,"4321",1
"54619",1,"3320",1
"54619",1,"4321",1
"54621",0,"4322",1
"54622",0,"4322",1
"54631",0,"4322",1
"54632",0,"4322",1
"54640",0,"4322",1
"54650",0,"4329",1
"54691",0,"4329",1
"54699",0,"4330",1
"54710",0,"4330",1
"54720",0,"4330",1
"54730",0,"4330",1
"54740",0,"4330",1
"54750",0,"4330",1
"54760",0,"4330",1
"54770",0,"4330",1
"54790",0,"4330",1
"63111",0,"5510",1
"63112",0,"5510",1
"63113",0,"5510",1
"63114",0,"5510",1
"63120",0,"5520",1
"63130",0,"5520",1
"63210",0,"5590",1
"63220",0,"5590",1
"63290",0,"5590",1
"63310",0,"5610",1
"63320",0,"5610",1
"63391",0,"5621",0
"63392",0,"5629",1
"63393",0,"5629",1
"63399",0,"5610",1
"63400",0,"5630",0
"64111",0,"4921",1
"64112",0,"4921",1
"64113",0,"4921",1
"64114",0,"4922",1
"64115",0,"4922",1
"64116",0,"4922",1
"64117",0,"4922",1
"64118",0,"4922",1
"64119",0,"4922",1
"64121",0,"5021",1
"64122",0,"5021",1
"64129",0,"5021",1
"64131",0,"4911",1
"64132",0,"4922",1
"64133",1,"5011",1
"64133",1,"5021",1
"64134",0,"5110",1
"64210",0,"4911",1
"64221",0,"4922",1
"64222",0,"4922",1
"64223",0,"4922",1
"64231",0,"5011",1
"64232",0,"5011",1
"64239",0,"5011",1
"64241",0,"5110",1
"64242",0,"5110",1
"64243",0,"5110",1
"64244",0,"5110",1
"64250",0,"5110",1
"65111",0,"4923",1
"65112",0,"4923",1
"65113",0,"4923",1
"65114",0,"4923",1
"65115",0,"4923",1
"65116",0,"4923",1
"65117",0,"4923",1
"65118",0,"4923",1
"65119",0,"4923",1
"65121",0,"4912",1
"65122",0,"4912",1
"65123",0,"4912",1
"65124",0,"4912",1
"65125",0,"4912",1
"65126",0,"4912",1
"65129",0,"4912",1
"65131",0,"4930",1
"65139",0,"4930",1
"65211",0,"5012",1
"65212",0,"5012",1
"65213",0,"5012",1
"65219",0,"5012",1
"65221",0,"5022",1
"65222",0,"5022",1
"65229",0,"5022",1
"65311",0,"5120",1
"65319",0,"5120",1
"65320",0,"5120",1
"66011",0,"4922",1
"66012",0,"4923",1
"66021",0,"5011",1
"66022",0,"5012",1
"66023",0,"5021",1
"66024",0,"5022",1
"66031",0,"5110",1
"66032",0,"5120",1
"67110",0,"5224",1
"67190",0,"5224",1
"67210",0,"5210",1
"67220",0,"5210",1
"67290",0,"5210",1
"67310",0,"5221",1
"67390",0,"5221",1
"67410",0,"5221",1
"67420",0,"5221",1
"67430",0,"5221",1
"67440",0,"5221",1
"67490",0,"5221",1
"67511",0,"5222",1
"67512",0,"5222",1
"67521",0,"5222",1
"67522",0,"5222",1
"67531",0,"5222",1
"67532",0,"5222",1
"67590",0,"5222",1
"67610",0,"5223",1
"67620",0,"5223",1
"67630",0,"5223",1
"67640",0,"5223",1
"67910",0,"5229",1
"67990",1,"5221",1
"67990",1,"5229",1
"67990",1,"8522",1
"68011",0,"5310",1
"68012",0,"5310",1
"68013",0,"5310",1
"68019",0,"5310",1
"68021",0,"5320",1
"68022",0,"5320",1
"68030",0,"5320",1
"69111",0,"3510",1
"69112",0,"3510",1
"69120",0,"3520",1
"69210",0,"3600",1
"69220",0,"3530",1
"69230",0,"3600",1
"71110",0,"6411",1
"71121",0,"6419",1
"71122",0,"6419",1
"71131",1,"6419",1
"71131",1,"6492",1
"71132",1,"6419",1
"71132",1,"6492",1
"71133",1,"6419",1
"71133",1,"6492",1
"71134",1,"6419",1
"71134",1,"6492",1
"71135",1,"6419",1
"71135",1,"6492",1
"71139",1,"6419",1
"71139",1,"6492",1
"71140",0,"6491",0
"71190",0,"6499",1
"71200",0,"6499",1
"71311",0,"6511",1
"71312",0,"6530",1
"71313",0,"6530",1
"71321",0,"6511",1
"71322",1,"6511",1
"71322",1,"6512",1
"71331",0,"6512",1
"71332",0,"6512",1
"71333",0,"6512",1
"71334",0,"6512",1
"71335",0,"6512",1
"71336",0,"6512",1
"71337",0,"6512",1
"71339",0,"6512",1
"71410",0,"6520",1
"71420",0,"6520",1
"71431",0,"6520",1
"71432",0,"6520",1
"71433",0,"6520",1
"71434",0,"6520",1
"71435",0,"6520",1
"71436",0,"6520",1
"71439",0,"6520",1
"71511",0,"6619",1
"71512",0,"6619",1
"71519",0,"6619",1
"71521",0,"6612",1
"71522",0,"6612",1
"71523",0,"6619",1
"71530",0,"6630",1
"71541",0,"6619",1
"71542",0,"6619",1
"71551",0,"6611",1
"71552",0,"6611",1
"71559",0,"6611",1
"71591",0,"6619",1
"71592",0,"6612",1
"71593",0,"6619",1
"71599",0,"6619",1
"71610",0,"6622",0
"71620",0,"6621",0
"71630",0,"6629",1
"71640",0,"6630",1
"71690",0,"6629",1
"71701",0,"6420",0
"71702",0,"6430",0
"72111",0,"6810",1
"72112",0,"6810",1
"72121",0,"6810",1
"72122",0,"6810",1
"72123",0,"6810",1
"72130",0,"6810",1
"72211",0,"6820",1
"72212",0,"6820",1
"72213",0,"6820",1
"72221",0,"6820",1
"72222",0,"6820",1
"72223",0,"6820",1
"72230",0,"6820",1
"72240",0,"6820",1
"73111",0,"7710",1
"73112",0,"7710",1
"73113",0,"7730",1
"73114",1,"7710",1
"73114",1,"7730",1
"73115",0,"7730",1
"73116",0,"7730",1
"73117",0,"7730",1
"73121",0,"7730",1
"73122",0,"7730",1
"73123",0,"7730",1
"73124",0,"7730",1
"73125",0,"7730",1
"73129",0,"7730",1
"73210",0,"7729",1
"73220",0,"7722",0
"73230",0,"7729",1
"73240",0,"7721",0
"73250",0,"7729",1
"73260",0,"7729",1
"73270",0,"7729",1
"73290",0,"7729",1
"73311",0,"5820",1
"73312",0,"5812",1
"73320",1,"5811",1
"73320",1,"5813",1
"73320",1,"5911",1
"73320",1,"5912",1
"73320",1,"5913",1
"73320",1,"5920",1
"73320",1,"9000",1
"73330",0,"7740",1
"73340",0,"7740",1
"73350",0,"7740",1
"73390",0,"7740",1
"81111",0,"7210",1
"81112",0,"7210",1
"81113",0,"7210",1
"81114",0,"7210",1
"81115",0,"7210",1
"81116",0,"7210",1
"81119",0,"7210",1
"81121",0,"7210",1
"81122",0,"7210",1
"81123",0,"7210",1
"81124",0,"7210",1
"81125",0,"7210",1
"81126",0,"7210",1
"81129",0,"7210",1
"81131",0,"7210",1
"81132",0,"7210",1
"81133",0,"7210",1
"81134",0,"7210",1
"81135",0,"7210",1
"81136",0,"7210",1
"81139",0,"7210",1
"81211",0,"7220",1
"81212",0,"7220",1
"81213",0,"7220",1
"81214",0,"7220",1
"81219",0,"7220",1
"81221",0,"7220",1
"81222",0,"7220",1
"81223",0,"7220",1
"81224",0,"7220",1
"81229",0,"7220",1
"81231",0,"7220",1
"81232",0,"7220",1
"81233",0,"7220",1
"81234",0,"7220",1
"81239",0,"7220",1
"81301",1,"7210",1
"81301",1,"7220",1
"81302",1,"7210",1
"81302",1,"7220",1
"81303",1,"7210",1
"81303",1,"7220",1
"81400",1,"7210",1
"81400",1,"7220",1
"82110",0,"6910",1
"82120",0,"6910",1
"82130",0,"6910",1
"82191",0,"6910",1
"82199",0,"6910",1
"82210",0,"6920",1
"82221",0,"6920",1
"82222",0,"6920",1
"82223",0,"6920",1
"82310",0,"6920",1
"82320",0,"6920",1
"82400",0,"7020",1
"83111",0,"7020",1
"83112",0,"7020",1
"83113",0,"7020",1
"83114",0,"7020",1
"83115",0,"7020",1
"83116",0,"7020",1
"83117",0,"7020",1
"83118",0,"7010",0
"83121",0,"7020",1
"83129",0,"7020",1
"83131",0,"6202",1
"83132",0,"6202",1
"83141",0,"6201",0
"83142",0,"6202",1
"83143",0,"5820",1
"83151",0,"6311",1
"83152",0,"6311",1
"83159",0,"6311",1
"83161",0,"6202",1
"83162",0,"6202",1
"83190",0,"7020",1
"83211",0,"7110",1
"83212",0,"7110",1
"83213",0,"7110",1
"83214",0,"7110",1
"83221",0,"7110",1
"83222",0,"7110",1
"83223",0,"7110",1
"83231",0,"7110",1
"83232",0,"7110",1
"83310",0,"7110",1
"83321",0,"7110",1
"83322",0,"7110",1
"83323",0,"7110",1
"83324",0,"7110",1
"83325",0,"7110",1
"83326",0,"7110",1
"83327",0,"7110",1
"83329",0,"7110",1
"83330",0,"7110",1
"83411",0,"7110",1
"83412",0,"7110",1
"83413",0,"7110",1
"83421",0,"7110",1
"83422",0,"7110",1
"83430",0,"7490",1
"83441",0,"7120",1
"83442",0,"7120",1
"83443",0,"7120",1
"83444",0,"7120",1
"83449",0,"7120",1
"83510",0,"7500",1
"83520",0,"7500",1
"83590",0,"7500",1
"83611",0,"7310",1
"83612",0,"7310",1
"83619",0,"7310",1
"83620",0,"7310",1
"83631",1,"5812",1
"83631",1,"5813",1
"83632",1,"6010",1
"83632",1,"6020",1
"83633",1,"5813",1
"83633",1,"5819",1
"83633",1,"6311",1
"83633",1,"6312",1
"83639",1,"5811",1
"83639",1,"5812",1
"83639",1,"7310",1
"83700",0,"7320",0
"83811",0,"7420",1
"83812",0,"7420",1
"83813",0,"7420",1
"83814",0,"7420",1
"83815",0,"7420",1
"83819",0,"7420",1
"83820",0,"7420",1
"83911",0,"7410",1
"83912",0,"7410",1
"83919",0,"7410",1
"83920",0,"7410",1
"83931",0,"7490",1
"83939",0,"7490",1
"83940",0,"5812",1
"83950",0,"7490",1
"83960",0,"n/a",0
"83990",0,"7490",1
"84110",1,"6110",1
"84110",1,"6120",1
"84120",0,"6110",1
"84131",0,"6120",1
"84132",0,"6120",1
"84133",0,"6120",1
"84140",1,"6110",1
"84140",1,"6120",1
"84140",1,"6130",1
"84140",1,"6190",1
"84150",1,"6110",1
"84150",1,"6120",1
"84150",1,"6130",1
"84150",1,"6190",1
"84190",1,"6110",1
"84190",1,"6120",1
"84190",1,"6130",1
"84190",1,"6190",1
"84210",0,"6110",1
"84221",1,"6110",1
"84221",1,"6120",1
"84221",1,"6130",1
"84221",1,"6190",1
"84222",1,"6110",1
"84222",1,"6120",1
"84222",1,"6130",1
"84222",1,"6190",1
"84290",1,"6110",1
"84290",1,"6120",1
"84290",1,"6130",1
"84290",1,"6190",1
"84311",0,"5811",1
"84312",0,"5813",1
"84313",0,"5812",1
"84321",0,"5920",1
"84322",0,"5920",1
"84331",0,"5911",1
"84332",0,"5911",1
"84341",0,"5820",1
"84342",0,"5820",1
"84391",0,"5820",1
"84392",0,"5820",1
"84393",0,"5819",1
"84394",0,"6312",1
"84399",0,"5819",1
"84410",0,"6391",1
"84420",0,"6391",1
"84510",0,"9101",1
"84520",0,"9101",1
"84611",0,"6010",1
"84612",0,"6020",1
"84621",0,"6010",1
"84622",0,"6020",1
"84631",1,"6010",1
"84631",1,"6020",1
"84632",1,"6110",1
"84632",1,"6120",1
"84632",1,"6130",1
"84633",1,"6110",1
"84633",1,"6120",1
"84633",1,"6130",1
"84634",1,"6110",1
"84634",1,"6120",1
"84634",1,"6130",1
"85111",0,"7810",1
"85112",0,"7810",1
"85121",0,"7810",1
"85122",0,"7820",1
"85123",0,"7830",1
"85124",0,"7820",1
"85125",0,"7830",1
"85210",0,"8030",0
"85220",0,"7490",1
"85230",0,"8020",0
"85240",0,"8010",1
"85250",0,"8010",1
"85290",0,"8010",1
"85310",0,"8129",1
"85320",0,"8129",1
"85330",0,"8121",0
"85340",0,"8129",1
"85400",0,"8292",0
"85511",0,"7911",1
"85512",0,"7990",1
"85513",0,"7990",1
"85514",0,"7990",1
"85519",0,"7990",1
"85521",1,"7911",1
"85521",1,"7990",1
"85522",0,"7990",1
"85523",0,"7911",1
"85524",0,"7911",1
"85531",0,"7990",1
"85539",0,"7990",1
"85540",0,"7912",0
"85550",0,"7990",1
"85561",0,"7990",1
"85562",0,"7990",1
"85910",0,"8291",1
"85920",0,"8291",1
"85931",0,"8220",1
"85939",0,"8220",1
"85940",0,"8211",0
"85951",0,"8219",1
"85952",0,"8299",1
"85953",0,"8219",1
"85954",0,"8219",1
"85961",0,"8230",1
"85962",0,"8230",1
"85970",0,"8130",0
"85991",0,"6399",0
"85999",1,"7490",1
"85999",1,"8299",1
"86111",0,"0163",0
"86112",0,"0164",0
"86113",1,"0111",1
"86113",1,"0112",1
"86113",1,"0113",1
"86113",1,"0114",1
"86113",1,"0115",1
"86113",1,"0116",1
"86113",1,"0119",1
"86113",1,"0121",1
"86113",1,"0122",1
